disease_j,disease_k,disease_l,evidence_tier,n_valid,n_joint_events,triplet_prevalence,O,E,OE_ratio,OE_ci_lo,OE_ci_hi,OE_ci_method,OE_excludes_1,auc_joint,auc_ci_lo,auc_ci_hi,auc_age_only,auc_gain_over_age,beats_age_baseline,brier_joint
Hypertension,Depression,Cancer Prostate,suppressed,3275,,,,0.5,,,,,,,,,,,,
Hypertension,Depression,Cancer Other,suppressed,3153,,,,0.58,,,,,,,,,,,,
Hypertension,Depression,Anxiety,suppressed,3357,,,,0.23,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Osteoarthritis,suppressed,3144,,,,1.14,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Rheumatoid Arthritis,suppressed,3472,,,,0.1,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Osteoporosis,suppressed,3460,,,,0.2,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Hypothyroidism,suppressed,3424,,,,0.15,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Sleep Apnea,suppressed,3485,,,,0.18,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Cancer Lung,suppressed,3500,,,,0.24,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Cancer Colorectal,suppressed,3456,,,,0.23,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Cancer Prostate,suppressed,3402,,,,0.49,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Cancer Other,suppressed,3284,,,,0.75,,,,,,,,,,,,
Hypertension,Substance Use Disorder,Anxiety,suppressed,3472,,,,0.27,,,,,,,,,,,,
Hypertension,Osteoarthritis,Rheumatoid Arthritis,suppressed,3153,,,,0.5,,,,,,,,,,,,
Hypertension,Osteoarthritis,Osteoporosis,suppressed,3148,,,,0.66,,,,,,,,,,,,
Hypertension,Osteoarthritis,Hypothyroidism,suppressed,3113,,,,0.68,,,,,,,,,,,,
Hypertension,Osteoarthritis,Sleep Apnea,suppressed,3171,,,,0.96,,,,,,,,,,,,
Hypertension,Osteoarthritis,Cancer Lung,suppressed,3181,,,,0.91,,,,,,,,,,,,
Hypertension,Osteoarthritis,Cancer Colorectal,suppressed,3138,,,,1.19,,,,,,,,,,,,
Hypertension,Osteoarthritis,Cancer Prostate,suppressed,3097,,,,3.07,,,,,,,,,,,,
Hypertension,Osteoarthritis,Cancer Other,suppressed,2985,,,,3.47,,,,,,,,,,,,
Hypertension,Osteoarthritis,Anxiety,suppressed,3156,,,,1.33,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Osteoporosis,suppressed,3476,,,,0.06,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Hypothyroidism,suppressed,3439,,,,0.06,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Sleep Apnea,suppressed,3500,,,,0.07,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Cancer Lung,suppressed,3514,,,,0.09,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Cancer Colorectal,suppressed,3471,,,,0.1,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Cancer Prostate,suppressed,3417,,,,0.24,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Cancer Other,suppressed,3296,,,,0.28,,,,,,,,,,,,
Hypertension,Rheumatoid Arthritis,Anxiety,suppressed,3487,,,,0.11,,,,,,,,,,,,
Hypertension,Osteoporosis,Hypothyroidism,suppressed,3426,,,,0.08,,,,,,,,,,,,
Hypertension,Osteoporosis,Sleep Apnea,suppressed,3489,,,,0.09,,,,,,,,,,,,
Hypertension,Osteoporosis,Cancer Lung,suppressed,3501,,,,0.16,,,,,,,,,,,,
Hypertension,Osteoporosis,Cancer Colorectal,suppressed,3458,,,,0.13,,,,,,,,,,,,
Hypertension,Osteoporosis,Cancer Prostate,suppressed,3410,,,,0.3,,,,,,,,,,,,
Hypertension,Osteoporosis,Cancer Other,suppressed,3288,,,,0.37,,,,,,,,,,,,
Hypertension,Osteoporosis,Anxiety,suppressed,3474,,,,0.16,,,,,,,,,,,,
Hypertension,Hypothyroidism,Sleep Apnea,suppressed,3454,,,,0.1,,,,,,,,,,,,
Hypertension,Hypothyroidism,Cancer Lung,suppressed,3468,,,,0.11,,,,,,,,,,,,
Hypertension,Hypothyroidism,Cancer Colorectal,suppressed,3423,,,,0.13,,,,,,,,,,,,
Hypertension,Hypothyroidism,Cancer Prostate,suppressed,3374,,,,0.32,,,,,,,,,,,,
Hypertension,Hypothyroidism,Cancer Other,suppressed,3250,,,,0.39,,,,,,,,,,,,
Hypertension,Hypothyroidism,Anxiety,suppressed,3441,,,,0.15,,,,,,,,,,,,
Hypertension,Sleep Apnea,Cancer Lung,suppressed,3529,,,,0.13,,,,,,,,,,,,
Hypertension,Sleep Apnea,Cancer Colorectal,suppressed,3485,,,,0.17,,,,,,,,,,,,
Hypertension,Sleep Apnea,Cancer Prostate,suppressed,3431,,,,0.4,,,,,,,,,,,,
Hypertension,Sleep Apnea,Cancer Other,suppressed,3310,,,,0.51,,,,,,,,,,,,
Hypertension,Sleep Apnea,Anxiety,suppressed,3502,,,,0.19,,,,,,,,,,,,
Hypertension,Cancer Lung,Cancer Colorectal,suppressed,3500,,,,0.18,,,,,,,,,,,,
Hypertension,Cancer Lung,Cancer Prostate,suppressed,3446,,,,0.43,,,,,,,,,,,,
Hypertension,Cancer Lung,Cancer Other,suppressed,3325,,,,0.55,,,,,,,,,,,,
Hypertension,Cancer Lung,Anxiety,suppressed,3516,,,,0.22,,,,,,,,,,,,
Hypertension,Cancer Colorectal,Cancer Prostate,suppressed,3402,,,,0.57,,,,,,,,,,,,
Hypertension,Cancer Colorectal,Cancer Other,suppressed,3293,,,,0.65,,,,,,,,,,,,
Hypertension,Cancer Colorectal,Anxiety,suppressed,3472,,,,0.25,,,,,,,,,,,,
Hypertension,Cancer Prostate,Cancer Other,suppressed,3237,,,,1.65,,,,,,,,,,,,
Hypertension,Cancer Prostate,Anxiety,suppressed,3419,,,,0.65,,,,,,,,,,,,
Hypertension,Cancer Other,Anxiety,suppressed,3299,,,,0.74,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Coronary Heart Disease,suppressed,6096,,,,4.24,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Stroke Cerebrovascular,suppressed,6158,,,,1.74,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Heart Failure,suppressed,6248,,,,1.97,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Atrial Fibrillation,suppressed,6131,,,,3.43,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Peripheral Vascular Disease,suppressed,6249,,,,0.99,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,COPD,suppressed,4866,,,,1.45,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Chronic Kidney Disease,suppressed,5861,,,,1.21,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Chronic Liver Disease,suppressed,5980,,,,0.61,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Depression,suppressed,5958,,,,0.69,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Substance Use Disorder,suppressed,6187,,,,0.89,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Osteoarthritis,suppressed,5519,,,,3.97,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Rheumatoid Arthritis,suppressed,6188,,,,0.33,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Osteoporosis,suppressed,6192,,,,0.38,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Hypothyroidism,suppressed,6150,,,,0.47,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Sleep Apnea,suppressed,6229,,,,0.88,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Cancer Lung,suppressed,6263,,,,0.68,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Cancer Colorectal,suppressed,6185,,,,0.74,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Cancer Prostate,suppressed,6072,,,,1.71,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Cancer Other,suppressed,5875,,,,2.33,,,,,,,,,,,,
Diabetes Mellitus,Hyperlipidemia,Anxiety,suppressed,6222,,,,0.84,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Heart Failure,suppressed,8298,,,,3.14,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Peripheral Vascular Disease,suppressed,8265,,,,1.5,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,COPD,suppressed,6441,,,,2.04,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Chronic Kidney Disease,suppressed,7739,,,,1.83,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Chronic Liver Disease,suppressed,7942,,,,0.81,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Depression,suppressed,7883,,,,0.94,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Substance Use Disorder,suppressed,8217,,,,1.16,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Rheumatoid Arthritis,suppressed,8208,,,,0.45,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Osteoporosis,suppressed,8213,,,,0.53,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Hypothyroidism,suppressed,8135,,,,0.65,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Sleep Apnea,suppressed,8253,,,,1.31,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Cancer Lung,suppressed,8314,,,,0.96,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Cancer Colorectal,suppressed,8219,,,,1.01,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Cancer Prostate,suppressed,8050,,,,2.33,,,,,,,,,,,,
Diabetes Mellitus,Coronary Heart Disease,Anxiety,suppressed,8251,,,,1.15,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Heart Failure,suppressed,8967,,,,1.73,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Atrial Fibrillation,suppressed,8794,,,,2.74,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Peripheral Vascular Disease,suppressed,8967,,,,0.86,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,COPD,suppressed,7004,,,,1.15,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,8373,,,,0.97,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,8654,,,,0.47,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Depression,suppressed,8594,,,,0.48,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Substance Use Disorder,suppressed,8954,,,,0.69,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Osteoarthritis,suppressed,7951,,,,2.74,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,8939,,,,0.23,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Osteoporosis,suppressed,8944,,,,0.3,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Hypothyroidism,suppressed,8853,,,,0.34,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Sleep Apnea,suppressed,8987,,,,0.64,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Lung,suppressed,9060,,,,0.52,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Colorectal,suppressed,8950,,,,0.49,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Prostate,suppressed,8778,,,,1.12,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Cancer Other,suppressed,8511,,,,1.69,,,,,,,,,,,,
Diabetes Mellitus,Stroke Cerebrovascular,Anxiety,suppressed,8989,,,,0.57,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Peripheral Vascular Disease,suppressed,9262,,,,1.35,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,COPD,suppressed,7214,,,,1.7,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Chronic Kidney Disease,suppressed,8637,,,,1.38,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Chronic Liver Disease,suppressed,8945,,,,0.67,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Depression,suppressed,8865,,,,0.66,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Substance Use Disorder,suppressed,9254,,,,0.93,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Osteoarthritis,suppressed,8210,,,,3.6,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Rheumatoid Arthritis,suppressed,9239,,,,0.34,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Osteoporosis,suppressed,9249,,,,0.42,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Hypothyroidism,suppressed,9154,,,,0.48,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Sleep Apnea,suppressed,9289,,,,1.17,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Lung,suppressed,9367,,,,0.75,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Colorectal,suppressed,9257,,,,0.66,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Prostate,suppressed,9077,,,,1.42,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Cancer Other,suppressed,8794,,,,2.32,,,,,,,,,,,,
Diabetes Mellitus,Heart Failure,Anxiety,suppressed,9286,,,,0.77,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Peripheral Vascular Disease,suppressed,9052,,,,1.85,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,COPD,suppressed,7059,,,,2.58,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Chronic Liver Disease,suppressed,8767,,,,0.99,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Depression,suppressed,8665,,,,1.05,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Substance Use Disorder,suppressed,9049,,,,1.44,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,9031,,,,0.52,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Osteoporosis,suppressed,9044,,,,0.61,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Hypothyroidism,suppressed,8954,,,,0.75,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Sleep Apnea,suppressed,9081,,,,1.73,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Lung,suppressed,9157,,,,1.09,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Colorectal,suppressed,9051,,,,1.1,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Prostate,suppressed,8879,,,,2.49,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Cancer Other,suppressed,8604,,,,3.75,,,,,,,,,,,,
Diabetes Mellitus,Atrial Fibrillation,Anxiety,suppressed,9077,,,,1.25,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,COPD,suppressed,7218,,,,0.82,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,8626,,,,0.6,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,8940,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Depression,suppressed,8865,,,,0.33,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Substance Use Disorder,suppressed,9244,,,,0.46,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Osteoarthritis,suppressed,8206,,,,1.76,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,9238,,,,0.17,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Osteoporosis,suppressed,9246,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Hypothyroidism,suppressed,9151,,,,0.23,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Sleep Apnea,suppressed,9288,,,,0.47,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Lung,suppressed,9363,,,,0.39,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Colorectal,suppressed,9253,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Prostate,suppressed,9071,,,,0.69,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Cancer Other,suppressed,8795,,,,1.1,,,,,,,,,,,,
Diabetes Mellitus,Peripheral Vascular Disease,Anxiety,suppressed,9283,,,,0.38,,,,,,,,,,,,
Diabetes Mellitus,COPD,Chronic Kidney Disease,suppressed,6783,,,,0.94,,,,,,,,,,,,
Diabetes Mellitus,COPD,Chronic Liver Disease,suppressed,6974,,,,0.5,,,,,,,,,,,,
Diabetes Mellitus,COPD,Depression,suppressed,6927,,,,0.45,,,,,,,,,,,,
Diabetes Mellitus,COPD,Substance Use Disorder,suppressed,7228,,,,0.63,,,,,,,,,,,,
Diabetes Mellitus,COPD,Osteoarthritis,suppressed,6382,,,,2.53,,,,,,,,,,,,
Diabetes Mellitus,COPD,Rheumatoid Arthritis,suppressed,7200,,,,0.23,,,,,,,,,,,,
Diabetes Mellitus,COPD,Osteoporosis,suppressed,7212,,,,0.28,,,,,,,,,,,,
Diabetes Mellitus,COPD,Hypothyroidism,suppressed,7117,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,COPD,Sleep Apnea,suppressed,7225,,,,0.72,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Lung,suppressed,7295,,,,0.48,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Colorectal,suppressed,7212,,,,0.46,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Prostate,suppressed,7068,,,,1.01,,,,,,,,,,,,
Diabetes Mellitus,COPD,Cancer Other,suppressed,6860,,,,1.58,,,,,,,,,,,,
Diabetes Mellitus,COPD,Anxiety,suppressed,7232,,,,0.53,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Chronic Liver Disease,suppressed,8347,,,,0.36,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Depression,suppressed,8254,,,,0.37,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Substance Use Disorder,suppressed,8610,,,,0.44,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Osteoarthritis,suppressed,7677,,,,2.22,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,8610,,,,0.18,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Osteoporosis,suppressed,8616,,,,0.21,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Hypothyroidism,suppressed,8528,,,,0.27,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Sleep Apnea,suppressed,8642,,,,0.63,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Lung,suppressed,8715,,,,0.37,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Colorectal,suppressed,8620,,,,0.41,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Prostate,suppressed,8457,,,,0.92,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Cancer Other,suppressed,8216,,,,1.34,,,,,,,,,,,,
Diabetes Mellitus,Chronic Kidney Disease,Anxiety,suppressed,8640,,,,0.45,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Depression,suppressed,8569,,,,0.19,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Substance Use Disorder,suppressed,8952,,,,0.42,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Osteoarthritis,suppressed,7928,,,,1.01,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,8922,,,,0.09,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Osteoporosis,suppressed,8933,,,,0.12,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Hypothyroidism,suppressed,8848,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Sleep Apnea,suppressed,8974,,,,0.28,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Lung,suppressed,9049,,,,0.19,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Colorectal,suppressed,8945,,,,0.19,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Prostate,suppressed,8766,,,,0.38,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Cancer Other,suppressed,8501,,,,0.72,,,,,,,,,,,,
Diabetes Mellitus,Chronic Liver Disease,Anxiety,suppressed,8970,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Depression,Substance Use Disorder,suppressed,8865,,,,0.26,,,,,,,,,,,,
Diabetes Mellitus,Depression,Osteoarthritis,suppressed,7868,,,,1.12,,,,,,,,,,,,
Diabetes Mellitus,Depression,Rheumatoid Arthritis,suppressed,8854,,,,0.1,,,,,,,,,,,,
Diabetes Mellitus,Depression,Osteoporosis,suppressed,8859,,,,0.12,,,,,,,,,,,,
Diabetes Mellitus,Depression,Hypothyroidism,suppressed,8773,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Depression,Sleep Apnea,suppressed,8902,,,,0.27,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Lung,suppressed,8970,,,,0.21,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Colorectal,suppressed,8862,,,,0.2,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Prostate,suppressed,8696,,,,0.47,,,,,,,,,,,,
Diabetes Mellitus,Depression,Cancer Other,suppressed,8419,,,,0.67,,,,,,,,,,,,
Diabetes Mellitus,Depression,Anxiety,suppressed,8937,,,,0.24,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Osteoarthritis,suppressed,8194,,,,1.36,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Rheumatoid Arthritis,suppressed,9225,,,,0.12,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Osteoporosis,suppressed,9237,,,,0.21,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Hypothyroidism,suppressed,9140,,,,0.2,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Sleep Apnea,suppressed,9276,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Lung,suppressed,9357,,,,0.29,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Colorectal,suppressed,9245,,,,0.27,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Cancer Prostate,suppressed,9062,,,,0.52,,,,,,,,,,,,
Diabetes Mellitus,Substance Use Disorder,Anxiety,suppressed,9276,,,,0.31,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Rheumatoid Arthritis,suppressed,8200,,,,0.55,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Osteoporosis,suppressed,8203,,,,0.63,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Hypothyroidism,suppressed,8108,,,,0.78,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Sleep Apnea,suppressed,8236,,,,1.62,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Lung,suppressed,8298,,,,1.07,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Colorectal,suppressed,8200,,,,1.21,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Prostate,suppressed,8052,,,,2.83,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Cancer Other,suppressed,7793,,,,3.86,,,,,,,,,,,,
Diabetes Mellitus,Osteoarthritis,Anxiety,suppressed,8230,,,,1.35,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Osteoporosis,suppressed,9235,,,,0.06,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Hypothyroidism,suppressed,9139,,,,0.07,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Sleep Apnea,suppressed,9267,,,,0.13,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Lung,suppressed,9345,,,,0.1,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Colorectal,suppressed,9237,,,,0.1,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Prostate,suppressed,9057,,,,0.22,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Cancer Other,suppressed,8776,,,,0.33,,,,,,,,,,,,
Diabetes Mellitus,Rheumatoid Arthritis,Anxiety,suppressed,9264,,,,0.11,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Hypothyroidism,suppressed,9145,,,,0.08,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Sleep Apnea,suppressed,9283,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Lung,suppressed,9357,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Colorectal,suppressed,9248,,,,0.12,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Prostate,suppressed,9076,,,,0.25,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Cancer Other,suppressed,8792,,,,0.39,,,,,,,,,,,,
Diabetes Mellitus,Osteoporosis,Anxiety,suppressed,9276,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Sleep Apnea,suppressed,9185,,,,0.2,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Lung,suppressed,9262,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Colorectal,suppressed,9150,,,,0.14,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Prostate,suppressed,8979,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Cancer Other,suppressed,8699,,,,0.49,,,,,,,,,,,,
Diabetes Mellitus,Hypothyroidism,Anxiety,suppressed,9182,,,,0.16,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Lung,suppressed,9399,,,,0.25,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Colorectal,suppressed,9286,,,,0.29,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Prostate,suppressed,9106,,,,0.61,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Cancer Other,suppressed,8827,,,,0.96,,,,,,,,,,,,
Diabetes Mellitus,Sleep Apnea,Anxiety,suppressed,9322,,,,0.32,,,,,,,,,,,,
Diabetes Mellitus,Cancer Lung,Cancer Colorectal,suppressed,9367,,,,0.21,,,,,,,,,,,,
