disease_j,disease_k,disease_l,evidence_tier,n_valid,n_joint_events,triplet_prevalence,O,E,OE_ratio,OE_ci_lo,OE_ci_hi,OE_ci_method,OE_excludes_1,auc_joint,auc_ci_lo,auc_ci_hi,auc_age_only,auc_gain_over_age,beats_age_baseline,brier_joint
Hyperlipidemia,Stroke Cerebrovascular,COPD,suppressed,6579,,,,0.88,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,7428,,,,0.77,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,7837,,,,0.28,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Depression,suppressed,7403,,,,0.73,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Substance Use Disorder,suppressed,8016,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Osteoarthritis,suppressed,6679,,,,3.06,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,7789,,,,0.4,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Osteoporosis,suppressed,7449,,,,1.1,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Hypothyroidism,suppressed,7202,,,,0.55,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Sleep Apnea,suppressed,8010,,,,0.23,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Breast,suppressed,7515,,,,0.68,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Lung,suppressed,8018,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Colorectal,suppressed,7965,,,,0.27,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Cancer Other,suppressed,7447,,,,0.94,,,,,,,,,,,,
Hyperlipidemia,Stroke Cerebrovascular,Anxiety,suppressed,7920,,,,1.19,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Atrial Fibrillation,suppressed,8035,,,,1.64,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Peripheral Vascular Disease,suppressed,8075,,,,0.54,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,COPD,suppressed,6655,,,,0.96,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Chronic Kidney Disease,suppressed,7507,,,,0.8,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Chronic Liver Disease,suppressed,7932,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Depression,suppressed,7488,,,,0.74,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Substance Use Disorder,suppressed,8110,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Osteoarthritis,suppressed,6752,,,,2.89,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Rheumatoid Arthritis,suppressed,7881,,,,0.44,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Osteoporosis,suppressed,7529,,,,1.05,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Hypothyroidism,suppressed,7284,,,,0.54,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Sleep Apnea,suppressed,8105,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Breast,suppressed,7604,,,,0.63,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Lung,suppressed,8112,,,,0.33,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Colorectal,suppressed,8059,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Cancer Other,suppressed,7533,,,,0.9,,,,,,,,,,,,
Hyperlipidemia,Heart Failure,Anxiety,suppressed,8013,,,,1.22,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Peripheral Vascular Disease,suppressed,8002,,,,0.83,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,COPD,suppressed,6597,,,,1.51,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Chronic Kidney Disease,suppressed,7441,,,,1.33,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Chronic Liver Disease,suppressed,7862,,,,0.52,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Depression,suppressed,7423,,,,1.22,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Substance Use Disorder,suppressed,8037,,,,0.32,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,7810,,,,0.7,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Osteoporosis,suppressed,7467,,,,1.79,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Hypothyroidism,suppressed,7225,,,,0.96,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Sleep Apnea,suppressed,8032,,,,0.46,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Breast,suppressed,7535,,,,1.21,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Lung,suppressed,8039,,,,0.56,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Colorectal,suppressed,7986,,,,0.47,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Cancer Other,suppressed,7471,,,,1.67,,,,,,,,,,,,
Hyperlipidemia,Atrial Fibrillation,Anxiety,suppressed,7941,,,,2.01,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,COPD,suppressed,6638,,,,0.54,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,7486,,,,0.43,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,7907,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Depression,suppressed,7469,,,,0.43,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Substance Use Disorder,suppressed,8085,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Osteoarthritis,suppressed,6740,,,,1.64,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,7859,,,,0.24,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Osteoporosis,suppressed,7509,,,,0.64,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Hypothyroidism,suppressed,7264,,,,0.3,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Sleep Apnea,suppressed,8079,,,,0.15,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Breast,suppressed,7582,,,,0.36,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Lung,suppressed,8086,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Colorectal,suppressed,8034,,,,0.14,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Cancer Other,suppressed,7509,,,,0.49,,,,,,,,,,,,
Hyperlipidemia,Peripheral Vascular Disease,Anxiety,suppressed,7990,,,,0.7,,,,,,,,,,,,
Hyperlipidemia,COPD,Chronic Kidney Disease,suppressed,6196,,,,0.79,,,,,,,,,,,,
Hyperlipidemia,COPD,Chronic Liver Disease,suppressed,6533,,,,0.31,,,,,,,,,,,,
Hyperlipidemia,COPD,Depression,suppressed,6170,,,,0.77,,,,,,,,,,,,
Hyperlipidemia,COPD,Substance Use Disorder,suppressed,6663,,,,0.18,,,,,,,,,,,,
Hyperlipidemia,COPD,Osteoarthritis,suppressed,5557,,,,2.97,,,,,,,,,,,,
Hyperlipidemia,COPD,Rheumatoid Arthritis,suppressed,6486,,,,0.42,,,,,,,,,,,,
Hyperlipidemia,COPD,Osteoporosis,suppressed,6227,,,,1.09,,,,,,,,,,,,
Hyperlipidemia,COPD,Hypothyroidism,suppressed,5986,,,,0.54,,,,,,,,,,,,
Hyperlipidemia,COPD,Sleep Apnea,suppressed,6661,,,,0.28,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Breast,suppressed,6250,,,,0.66,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Lung,suppressed,6664,,,,0.36,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Colorectal,suppressed,6627,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,COPD,Cancer Other,suppressed,6217,,,,0.89,,,,,,,,,,,,
Hyperlipidemia,COPD,Anxiety,suppressed,6583,,,,1.25,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Chronic Liver Disease,suppressed,7362,,,,0.27,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Depression,suppressed,6961,,,,0.65,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Substance Use Disorder,suppressed,7513,,,,0.13,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Osteoarthritis,suppressed,6320,,,,2.79,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,7325,,,,0.37,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Osteoporosis,suppressed,6998,,,,0.92,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Hypothyroidism,suppressed,6778,,,,0.49,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Sleep Apnea,suppressed,7509,,,,0.23,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Breast,suppressed,7045,,,,0.6,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Lung,suppressed,7516,,,,0.29,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Colorectal,suppressed,7471,,,,0.24,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Cancer Other,suppressed,7008,,,,0.82,,,,,,,,,,,,
Hyperlipidemia,Chronic Kidney Disease,Anxiety,suppressed,7425,,,,1.04,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Depression,suppressed,7337,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Substance Use Disorder,suppressed,7941,,,,0.07,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Osteoarthritis,suppressed,6624,,,,1.03,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Rheumatoid Arthritis,suppressed,7720,,,,0.15,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Osteoporosis,suppressed,7378,,,,0.33,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Hypothyroidism,suppressed,7128,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Sleep Apnea,suppressed,7935,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Breast,suppressed,7440,,,,0.23,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Lung,suppressed,7942,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Colorectal,suppressed,7892,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Cancer Other,suppressed,7380,,,,0.31,,,,,,,,,,,,
Hyperlipidemia,Chronic Liver Disease,Anxiety,suppressed,7850,,,,0.41,,,,,,,,,,,,
Hyperlipidemia,Depression,Substance Use Disorder,suppressed,7499,,,,0.17,,,,,,,,,,,,
Hyperlipidemia,Depression,Osteoarthritis,suppressed,6285,,,,2.66,,,,,,,,,,,,
Hyperlipidemia,Depression,Rheumatoid Arthritis,suppressed,7299,,,,0.36,,,,,,,,,,,,
Hyperlipidemia,Depression,Osteoporosis,suppressed,6964,,,,0.91,,,,,,,,,,,,
Hyperlipidemia,Depression,Hypothyroidism,suppressed,6768,,,,0.46,,,,,,,,,,,,
Hyperlipidemia,Depression,Sleep Apnea,suppressed,7492,,,,0.2,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Breast,suppressed,7027,,,,0.57,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Lung,suppressed,7497,,,,0.3,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Colorectal,suppressed,7452,,,,0.22,,,,,,,,,,,,
Hyperlipidemia,Depression,Cancer Other,suppressed,6972,,,,0.76,,,,,,,,,,,,
Hyperlipidemia,Depression,Anxiety,suppressed,7449,,,,1.11,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Osteoarthritis,suppressed,6762,,,,0.63,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Rheumatoid Arthritis,suppressed,7888,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Osteoporosis,suppressed,7537,,,,0.23,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Hypothyroidism,suppressed,7293,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Sleep Apnea,suppressed,8114,,,,0.05,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Breast,suppressed,7612,,,,0.14,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Lung,suppressed,8121,,,,0.09,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Colorectal,suppressed,8069,,,,0.05,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Cancer Other,suppressed,7542,,,,0.18,,,,,,,,,,,,
Hyperlipidemia,Substance Use Disorder,Anxiety,suppressed,8024,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Rheumatoid Arthritis,suppressed,6594,,,,1.45,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Osteoporosis,suppressed,6300,,,,3.81,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Hypothyroidism,suppressed,6081,,,,2.12,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Sleep Apnea,suppressed,6757,,,,0.76,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Breast,suppressed,6345,,,,2.85,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Lung,suppressed,6762,,,,1.18,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Colorectal,suppressed,6719,,,,1.09,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Cancer Other,suppressed,6287,,,,3.74,,,,,,,,,,,,
Hyperlipidemia,Osteoarthritis,Anxiety,suppressed,6685,,,,4.28,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Osteoporosis,suppressed,7343,,,,0.5,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Hypothyroidism,suppressed,7094,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Sleep Apnea,suppressed,7883,,,,0.13,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Breast,suppressed,7399,,,,0.32,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Lung,suppressed,7889,,,,0.16,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Colorectal,suppressed,7840,,,,0.12,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Cancer Other,suppressed,7319,,,,0.43,,,,,,,,,,,,
Hyperlipidemia,Rheumatoid Arthritis,Anxiety,suppressed,7794,,,,0.58,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Hypothyroidism,suppressed,6780,,,,0.69,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Sleep Apnea,suppressed,7532,,,,0.27,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Breast,suppressed,7075,,,,0.87,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Lung,suppressed,7539,,,,0.43,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Colorectal,suppressed,7489,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Cancer Other,suppressed,7006,,,,1.17,,,,,,,,,,,,
Hyperlipidemia,Osteoporosis,Anxiety,suppressed,7450,,,,1.5,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Sleep Apnea,suppressed,7287,,,,0.15,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Breast,suppressed,6831,,,,0.5,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Lung,suppressed,7293,,,,0.21,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Colorectal,suppressed,7253,,,,0.19,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Cancer Other,suppressed,6788,,,,0.66,,,,,,,,,,,,
Hyperlipidemia,Hypothyroidism,Anxiety,suppressed,7210,,,,0.78,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Breast,suppressed,7607,,,,0.18,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Lung,suppressed,8115,,,,0.08,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Colorectal,suppressed,8063,,,,0.06,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Cancer Other,suppressed,7536,,,,0.25,,,,,,,,,,,,
Hyperlipidemia,Sleep Apnea,Anxiety,suppressed,8017,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,Cancer Breast,Cancer Lung,suppressed,7615,,,,0.27,,,,,,,,,,,,
Hyperlipidemia,Cancer Breast,Cancer Colorectal,suppressed,7565,,,,0.26,,,,,,,,,,,,
Hyperlipidemia,Cancer Breast,Cancer Other,suppressed,7087,,,,0.88,,,,,,,,,,,,
Hyperlipidemia,Cancer Breast,Anxiety,suppressed,7523,,,,0.95,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Cancer Colorectal,suppressed,8070,,,,0.11,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Cancer Other,suppressed,7547,,,,0.35,,,,,,,,,,,,
Hyperlipidemia,Cancer Lung,Anxiety,suppressed,8024,,,,0.48,,,,,,,,,,,,
Hyperlipidemia,Cancer Colorectal,Cancer Other,suppressed,7511,,,,0.34,,,,,,,,,,,,
Hyperlipidemia,Cancer Colorectal,Anxiety,suppressed,7972,,,,0.37,,,,,,,,,,,,
Hyperlipidemia,Cancer Other,Anxiety,suppressed,7460,,,,1.27,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Peripheral Vascular Disease,suppressed,11172,,,,0.67,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,COPD,suppressed,9249,,,,1.15,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Chronic Kidney Disease,suppressed,10268,,,,0.97,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Chronic Liver Disease,suppressed,10988,,,,0.38,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Depression,suppressed,10276,,,,0.93,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Substance Use Disorder,suppressed,11212,,,,0.21,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Osteoarthritis,suppressed,9249,,,,3.71,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Rheumatoid Arthritis,suppressed,10924,,,,0.52,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Osteoporosis,suppressed,10461,,,,1.37,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Hypothyroidism,suppressed,10044,,,,0.68,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Sleep Apnea,suppressed,11213,,,,0.33,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Cancer Breast,suppressed,10525,,,,0.83,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Cancer Lung,suppressed,11222,,,,0.42,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Cancer Colorectal,suppressed,11152,,,,0.33,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Cancer Other,suppressed,10423,,,,1.14,,,,,,,,,,,,
Coronary Heart Disease,Stroke Cerebrovascular,Anxiety,suppressed,11064,,,,1.52,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Peripheral Vascular Disease,suppressed,11447,,,,0.79,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Chronic Kidney Disease,suppressed,10504,,,,1.1,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Chronic Liver Disease,suppressed,11266,,,,0.52,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Depression,suppressed,10527,,,,1.06,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Substance Use Disorder,suppressed,11492,,,,0.27,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Rheumatoid Arthritis,suppressed,11199,,,,0.65,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Osteoporosis,suppressed,10711,,,,1.42,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Hypothyroidism,suppressed,10288,,,,0.73,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Sleep Apnea,suppressed,11494,,,,0.54,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Cancer Breast,suppressed,10791,,,,0.84,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Cancer Lung,suppressed,11502,,,,0.45,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Cancer Colorectal,suppressed,11431,,,,0.33,,,,,,,,,,,,
Coronary Heart Disease,Heart Failure,Anxiety,suppressed,11339,,,,1.7,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Peripheral Vascular Disease,suppressed,11332,,,,1.14,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Chronic Kidney Disease,suppressed,10400,,,,1.75,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Chronic Liver Disease,suppressed,11155,,,,0.73,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Depression,suppressed,10428,,,,1.62,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Substance Use Disorder,suppressed,11377,,,,0.41,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Rheumatoid Arthritis,suppressed,11087,,,,0.95,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Hypothyroidism,suppressed,10195,,,,1.23,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Sleep Apnea,suppressed,11380,,,,0.68,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Cancer Breast,suppressed,10684,,,,1.51,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Cancer Lung,suppressed,11387,,,,0.72,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Cancer Colorectal,suppressed,11317,,,,0.6,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Cancer Other,suppressed,10588,,,,2.13,,,,,,,,,,,,
Coronary Heart Disease,Atrial Fibrillation,Anxiety,suppressed,11223,,,,2.65,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,COPD,suppressed,9448,,,,0.74,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Chronic Kidney Disease,suppressed,10466,,,,0.58,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Chronic Liver Disease,suppressed,11222,,,,0.24,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Depression,suppressed,10489,,,,0.59,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Substance Use Disorder,suppressed,11445,,,,0.14,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Osteoarthritis,suppressed,9444,,,,2.11,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Rheumatoid Arthritis,suppressed,11156,,,,0.34,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Osteoporosis,suppressed,10672,,,,0.83,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Hypothyroidism,suppressed,10248,,,,0.39,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Sleep Apnea,suppressed,11446,,,,0.23,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Breast,suppressed,10749,,,,0.47,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Lung,suppressed,11455,,,,0.27,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Colorectal,suppressed,11385,,,,0.19,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Cancer Other,suppressed,10647,,,,0.64,,,,,,,,,,,,
Coronary Heart Disease,Peripheral Vascular Disease,Anxiety,suppressed,11291,,,,0.94,,,,,,,,,,,,
Coronary Heart Disease,COPD,Chronic Kidney Disease,suppressed,8705,,,,1.04,,,,,,,,,,,,
Coronary Heart Disease,COPD,Chronic Liver Disease,suppressed,9307,,,,0.46,,,,,,,,,,,,
Coronary Heart Disease,COPD,Depression,suppressed,8707,,,,1.05,,,,,,,,,,,,
Coronary Heart Disease,COPD,Substance Use Disorder,suppressed,9482,,,,0.25,,,,,,,,,,,,
Coronary Heart Disease,COPD,Osteoarthritis,suppressed,7835,,,,3.81,,,,,,,,,,,,
Coronary Heart Disease,COPD,Rheumatoid Arthritis,suppressed,9255,,,,0.59,,,,,,,,,,,,
Coronary Heart Disease,COPD,Osteoporosis,suppressed,8893,,,,1.44,,,,,,,,,,,,
Coronary Heart Disease,COPD,Hypothyroidism,suppressed,8488,,,,0.71,,,,,,,,,,,,
Coronary Heart Disease,COPD,Sleep Apnea,suppressed,9485,,,,0.41,,,,,,,,,,,,
Coronary Heart Disease,COPD,Cancer Breast,suppressed,8907,,,,0.85,,,,,,,,,,,,
Coronary Heart Disease,COPD,Cancer Lung,suppressed,9491,,,,0.48,,,,,,,,,,,,
Coronary Heart Disease,COPD,Cancer Colorectal,suppressed,9435,,,,0.33,,,,,,,,,,,,
Coronary Heart Disease,COPD,Cancer Other,suppressed,8850,,,,1.16,,,,,,,,,,,,
Coronary Heart Disease,COPD,Anxiety,suppressed,9360,,,,1.68,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Chronic Liver Disease,suppressed,10308,,,,0.37,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Depression,suppressed,9650,,,,0.83,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Substance Use Disorder,suppressed,10498,,,,0.16,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Osteoarthritis,suppressed,8762,,,,3.41,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Rheumatoid Arthritis,suppressed,10259,,,,0.48,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Osteoporosis,suppressed,9811,,,,1.16,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Hypothyroidism,suppressed,9453,,,,0.62,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Sleep Apnea,suppressed,10500,,,,0.35,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Cancer Breast,suppressed,9873,,,,0.75,,,,,,,,,,,,
Coronary Heart Disease,Chronic Kidney Disease,Cancer Lung,suppressed,10508,,,,0.36,,,,,,,,,,,,
